Campaign,Ad group,Keyword,Match type,Max CPC,Final URL,Status
DR-iPhone,Mokdong,[목동 아이폰 15 액정 깨짐],Exact,595,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,"""목동 아이폰 15 액정 깨짐""",Phrase,476,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,[목동 아이폰 15 액정 수리],Exact,595,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,"""목동 아이폰 15 액정 수리""",Phrase,476,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,[목동 아이폰 15 충전 안됨],Exact,510,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,"""목동 아이폰 15 충전 안됨""",Phrase,408,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,[목동 아이폰 16 배터리 교체],Exact,595,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,"""목동 아이폰 16 배터리 교체""",Phrase,476,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,[목동 아이폰 16 수리],Exact,680,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,"""목동 아이폰 16 수리""",Phrase,544,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,[목동 아이폰 16 액정 깨짐],Exact,595,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,"""목동 아이폰 16 액정 깨짐""",Phrase,476,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,[목동 아이폰 16 액정 수리],Exact,595,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,"""목동 아이폰 16 액정 수리""",Phrase,476,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,[목동 아이폰 16 충전 안됨],Exact,510,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,"""목동 아이폰 16 충전 안됨""",Phrase,408,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,[목동 아이폰 17 수리],Exact,680,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,"""목동 아이폰 17 수리""",Phrase,544,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,[목동 아이폰 깨졌어요],Exact,510,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,"""목동 아이폰 깨졌어요""",Phrase,408,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,[목동 아이폰 떨어뜨렸어요],Exact,510,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,"""목동 아이폰 떨어뜨렸어요""",Phrase,408,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,[목동 아이폰 떨어뜨림],Exact,680,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,"""목동 아이폰 떨어뜨림""",Phrase,544,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,[목동 아이폰 바로 수리],Exact,510,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,"""목동 아이폰 바로 수리""",Phrase,408,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,[목동 아이폰 배터리],Exact,1190,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,"""목동 아이폰 배터리""",Phrase,952,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,[목동 아이폰 배터리 교체],Exact,1360,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,"""목동 아이폰 배터리 교체""",Phrase,1088,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,[목동 아이폰 배터리 교체 비용],Exact,680,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,"""목동 아이폰 배터리 교체 비용""",Phrase,544,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,[목동 아이폰 빠른 수리],Exact,680,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,"""목동 아이폰 빠른 수리""",Phrase,544,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,[목동 아이폰 수리],Exact,2040,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,"""목동 아이폰 수리""",Phrase,1632,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,[목동 아이폰 수리 견적],Exact,850,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,"""목동 아이폰 수리 견적""",Phrase,680,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,[목동 아이폰 수리 비용],Exact,680,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,"""목동 아이폰 수리 비용""",Phrase,544,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,[목동 아이폰 수리 얼마],Exact,595,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,"""목동 아이폰 수리 얼마""",Phrase,476,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,[목동 아이폰 수리 잘하는 곳],Exact,850,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,"""목동 아이폰 수리 잘하는 곳""",Phrase,680,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,[목동 아이폰 수리 추천],Exact,850,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,"""목동 아이폰 수리 추천""",Phrase,680,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,[목동 아이폰 액정],Exact,1360,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,"""목동 아이폰 액정""",Phrase,1088,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,[목동 아이폰 액정 가격],Exact,850,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,"""목동 아이폰 액정 가격""",Phrase,680,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,[목동 아이폰 액정 교체 비용],Exact,680,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,"""목동 아이폰 액정 교체 비용""",Phrase,544,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,[목동 아이폰 액정 깨짐],Exact,850,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,"""목동 아이폰 액정 깨짐""",Phrase,680,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,[목동 아이폰 액정 수리],Exact,1700,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,"""목동 아이폰 액정 수리""",Phrase,1360,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,[목동 아이폰 액정 수리 얼마],Exact,595,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,"""목동 아이폰 액정 수리 얼마""",Phrase,476,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,[목동 아이폰 액정 수리비],Exact,1360,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,"""목동 아이폰 액정 수리비""",Phrase,1088,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,[목동 아이폰 응급 수리],Exact,680,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,"""목동 아이폰 응급 수리""",Phrase,544,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,[목동 아이폰 정품 수리],Exact,680,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,"""목동 아이폰 정품 수리""",Phrase,544,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,[목동 아이폰 즉시 수리],Exact,510,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,"""목동 아이폰 즉시 수리""",Phrase,408,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,[목동 아이폰 충전 안됨],Exact,680,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,"""목동 아이폰 충전 안됨""",Phrase,544,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,[목동 아이폰 침수],Exact,850,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,"""목동 아이폰 침수""",Phrase,680,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,[목동 아이폰 침수 수리],Exact,680,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,"""목동 아이폰 침수 수리""",Phrase,544,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,[목동 아이폰 카메라],Exact,425,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,"""목동 아이폰 카메라""",Phrase,340,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,[목동 아이폰 화면 안나옴],Exact,680,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,"""목동 아이폰 화면 안나옴""",Phrase,544,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,[목동 아이폰 후면],Exact,510,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,"""목동 아이폰 후면""",Phrase,408,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,[목동 폰 수리],Exact,1020,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,"""목동 폰 수리""",Phrase,816,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,[목동 핸드폰 수리],Exact,680,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,"""목동 핸드폰 수리""",Phrase,544,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,[목동 휴대폰 수리],Exact,850,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,"""목동 휴대폰 수리""",Phrase,680,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,[목동역 아이폰 수리],Exact,1190,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,"""목동역 아이폰 수리""",Phrase,952,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,[신정동 아이폰 수리],Exact,850,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,"""신정동 아이폰 수리""",Phrase,680,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,[양천구 아이폰 수리],Exact,1700,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,"""양천구 아이폰 수리""",Phrase,1360,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,[양천구청 아이폰 수리],Exact,1190,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,"""양천구청 아이폰 수리""",Phrase,952,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,[양천구청역 아이폰 수리],Exact,850,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,"""양천구청역 아이폰 수리""",Phrase,680,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,[영등포 아이폰 수리],Exact,1360,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPhone,Mokdong,"""영등포 아이폰 수리""",Phrase,1088,https://xn--2j1bq2k97kxnah86c.com/articles/repair-mokdong-iphone.html,Enabled
DR-iPad,General,[아이패드 10세대 배터리 교체],Exact,595,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,"""아이패드 10세대 배터리 교체""",Phrase,476,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,[아이패드 10세대 배터리 교체 비용],Exact,510,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,"""아이패드 10세대 배터리 교체 비용""",Phrase,408,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,[아이패드 10세대 액정 수리],Exact,680,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,"""아이패드 10세대 액정 수리""",Phrase,544,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,[아이패드 10세대 액정 수리비],Exact,595,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,"""아이패드 10세대 액정 수리비""",Phrase,476,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,[아이패드 11세대 배터리 교체],Exact,595,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,"""아이패드 11세대 배터리 교체""",Phrase,476,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,[아이패드 11세대 배터리 교체 비용],Exact,510,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,"""아이패드 11세대 배터리 교체 비용""",Phrase,408,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,[아이패드 11세대 액정 수리],Exact,680,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,"""아이패드 11세대 액정 수리""",Phrase,544,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,[아이패드 11세대 액정 수리비],Exact,595,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,"""아이패드 11세대 액정 수리비""",Phrase,476,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,[아이패드 30분 수리],Exact,765,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,"""아이패드 30분 수리""",Phrase,612,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,[아이패드 8세대 액정 수리],Exact,510,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,"""아이패드 8세대 액정 수리""",Phrase,408,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,[아이패드 9세대 배터리 교체],Exact,510,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,"""아이패드 9세대 배터리 교체""",Phrase,408,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,[아이패드 9세대 액정 수리],Exact,595,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,"""아이패드 9세대 액정 수리""",Phrase,476,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,[아이패드 9세대 액정 수리비],Exact,510,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,"""아이패드 9세대 액정 수리비""",Phrase,408,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,[아이패드 당일 수리],Exact,1020,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,"""아이패드 당일 수리""",Phrase,816,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,[아이패드 떨어뜨림],Exact,850,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,"""아이패드 떨어뜨림""",Phrase,680,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,[아이패드 미니 6 배터리 교체],Exact,510,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,"""아이패드 미니 6 배터리 교체""",Phrase,408,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,[아이패드 미니 6 액정 수리],Exact,680,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,"""아이패드 미니 6 액정 수리""",Phrase,544,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,[아이패드 미니 7 액정 수리],Exact,595,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,"""아이패드 미니 7 액정 수리""",Phrase,476,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,[아이패드 미니 떨어뜨림],Exact,595,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,"""아이패드 미니 떨어뜨림""",Phrase,476,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,[아이패드 미니 배터리 교체],Exact,595,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,"""아이패드 미니 배터리 교체""",Phrase,476,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,[아이패드 미니 배터리 교체 비용],Exact,510,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,"""아이패드 미니 배터리 교체 비용""",Phrase,408,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,[아이패드 미니 액정 깨짐],Exact,680,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,"""아이패드 미니 액정 깨짐""",Phrase,544,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,[아이패드 미니 액정 수리],Exact,1020,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,"""아이패드 미니 액정 수리""",Phrase,816,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,[아이패드 미니 액정 수리비],Exact,850,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,"""아이패드 미니 액정 수리비""",Phrase,680,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,[아이패드 배터리 교체],Exact,1190,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,"""아이패드 배터리 교체""",Phrase,952,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,[아이패드 배터리 교체 가격],Exact,680,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,"""아이패드 배터리 교체 가격""",Phrase,544,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,[아이패드 배터리 교체 비용],Exact,850,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,"""아이패드 배터리 교체 비용""",Phrase,680,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,[아이패드 배터리 교체 얼마],Exact,595,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,"""아이패드 배터리 교체 얼마""",Phrase,476,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,[아이패드 빠른 수리],Exact,765,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,"""아이패드 빠른 수리""",Phrase,612,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,[아이패드 수리],Exact,1360,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,"""아이패드 수리""",Phrase,1088,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,[아이패드 수리 가격],Exact,850,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,"""아이패드 수리 가격""",Phrase,680,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,[아이패드 수리 견적],Exact,850,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,"""아이패드 수리 견적""",Phrase,680,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,[아이패드 수리 얼마],Exact,680,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,"""아이패드 수리 얼마""",Phrase,544,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,[아이패드 수리비],Exact,1190,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,"""아이패드 수리비""",Phrase,952,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,[아이패드 안켜짐],Exact,680,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,"""아이패드 안켜짐""",Phrase,544,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,[아이패드 액정 가격],Exact,1020,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,"""아이패드 액정 가격""",Phrase,816,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,[아이패드 액정 교체 비용],Exact,850,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,"""아이패드 액정 교체 비용""",Phrase,680,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,[아이패드 액정 깨짐],Exact,1020,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,"""아이패드 액정 깨짐""",Phrase,816,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,[아이패드 액정 깨짐 수리],Exact,850,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,"""아이패드 액정 깨짐 수리""",Phrase,680,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,[아이패드 액정 수리],Exact,1700,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,"""아이패드 액정 수리""",Phrase,1360,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
DR-iPad,General,[아이패드 액정 수리 견적],Exact,850,https://xn--2j1bq2k97kxnah86c.com/articles/ipad-refurbish-guide.html,Enabled
